DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2016,81.640305,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2017,81.872604,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2018,82.107002,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2019,82.34333,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2020,82.581963,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2000,22.015026,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2001,21.492348,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2002,20.970661,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2003,20.450237,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2004,19.930819,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2005,19.41316,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2006,18.896851,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2007,18.397375,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2008,17.899353,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2009,17.403301,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2010,16.908813,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2011,16.416105,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2012,15.943139,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2013,15.471936,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2014,15.002382,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2015,14.534383,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2016,14.068239,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2017,13.603841,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2018,13.14047,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2019,12.67833,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LSO: Lesotho,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2020,12.217255,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2000,126.912926110509,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,118.439987909392,136.483896032029,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2001,118.825902984737,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,111.040464508955,127.760422969539,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2002,111.116263436299,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,103.66102093154,119.086776637207,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2003,103.598432199389,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,96.6591217337141,110.992394858247,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2004,96.6203625908745,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,90.0961086925008,103.625622495691,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2005,90.4398348344487,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,84.1902019461985,97.0443365419464,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2006,85.1964658496127,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,79.0791177731057,91.6033465344944,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2007,80.9146753048567,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,74.9515247717984,87.0616306865217,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2008,77.4312666205929,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,71.5399429430935,83.691975358882,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2009,74.6690906132608,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,68.8965714339668,80.957799113437,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2010,72.4638745797461,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,66.6816234303656,78.8089641676589,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2011,70.6843253716964,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,64.7188396278308,77.2608011251398,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2012,69.2199671942698,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,62.9862826764463,75.9308433566282,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2013,68.0403597000281,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,61.3517608968351,75.2705018991784,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2014,67.4292941532163,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,60.1867009896346,75.4831514086762,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2015,66.1220826527816,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,58.2601189159477,74.993454114426,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2016,65.1637574895847,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,56.6722799145197,75.1317351125483,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2017,64.2878887016234,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,54.7703198287632,75.8161681174793,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2018,63.3076277809999,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,52.7001407619829,76.7224652503895,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,CME_MRY0: Infant mortality rate,_T: Total,2019,62.1827803980534,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,50.4627565720481,77.325473349174,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2000,65.181625,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2001,66.177864,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2002,67.172012,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2003,68.163383,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2004,69.152313,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2005,70.138466,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2006,71.121849,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2007,72.10276,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2008,73.080894,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2009,74.059502,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2010,75.038445,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2011,76.017891,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2012,76.997124,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2013,77.976578,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2014,78.955551,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2015,79.934212,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2016,80.912422,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2017,81.889511,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2018,82.865906,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2019,83.841202,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-I: Proportion of population using improved drinking water sources,_T: Total,2020,83.962448,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2000,18.546341,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2001,17.720098,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2002,16.897404,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2003,16.078461,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2004,15.263188,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2005,14.451681,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2006,13.643935,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2007,12.83989,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2008,12.039617,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2009,11.24254,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2010,10.44884,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2011,9.6586542,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2012,8.8722506,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2013,8.0897312,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2014,7.3113451,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2015,6.5372338,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2016,5.7675786,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2017,5.0025764,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2018,4.2423677,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2019,3.4871311,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_PPL_W-UI: Proportion of population using unimproved drinking water sources,_T: Total,2020,3.488081,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2021),,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBR: Liberia,WS_HCF_S-N: Proportion of health care facilities with no sanitation service,_T: Total,2019,24.261637,,PCNT: %,,,,,,,,WHO/UNICEF Joint Monitoring Programme (2020) WASH in Health Care Facilities,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBY: Libya,CME_MRY0: Infant mortality rate,_T: Total,2000,24.1262996516169,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,22.7667984742923,25.5722455537602,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBY: Libya,CME_MRY0: Infant mortality rate,_T: Total,2001,23.4191171739921,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,22.455634880763,24.4599858396277,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBY: Libya,CME_MRY0: Infant mortality rate,_T: Total,2002,22.7024604035274,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,22.0417253657566,23.4014422854068,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBY: Libya,CME_MRY0: Infant mortality rate,_T: Total,2003,21.8991177540257,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,21.4043841284715,22.3996271215821,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBY: Libya,CME_MRY0: Infant mortality rate,_T: Total,2004,20.9419492894673,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,20.5245678401518,21.3626941279855,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBY: Libya,CME_MRY0: Infant mortality rate,_T: Total,2005,19.8315942997879,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,19.4392815867659,20.232147757606,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBY: Libya,CME_MRY0: Infant mortality rate,_T: Total,2006,18.5950842857614,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,18.1737934125731,19.0238366185185,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,LBY: Libya,CME_MRY0: Infant mortality rate,_T: Total,2007,17.3028358033888,,D_PER_1000_B: Deaths per 1000 live births,A: Normal value,,16.7507988178221,17.8743983773559,,,,UN_IGME,,,,,,_T: Total
